name,age,sex,major,gpa,hobbies,country,id,province,level
Steven Lee,23,Male,Marine Biology,3.61,"['baking', 'skiing']",Canada,id_16802,Ontario,Senior
Frances Ballard,24,Female,Veterinary Science,2.02,"['biking', 'video editing']",Canada,id_16803,Ontario,Sophomore
David Brown,18,Male,Nursing,3.21,"['horseback riding', 'gaming']",USA,id_16804,Minnesota,Junior
Natalie Lozano,20,Female,Social Work,3.06,"['volunteering', 'dancing']",Canada,id_16805,Ontario,Freshman
Emily Rose,22,Female,Early Childhood Education,2.34,"['hiking', 'jogging']",USA,id_16806,Washington,Sophomore
Ashley Fowler,19,Female,Forensic Science,2.56,"['glassblowing', 'candle making']",USA,id_16807,California,Senior
Ruth Lynch,23,Female,Nursing,3.75,"['fashion design', 'graphic design']",Canada,id_16808,Ontario,Freshman
Denise Richardson,24,Female,Journalism,3.47,"['fishing', 'metal detecting']",Canada,id_16809,Ontario,Senior
Timothy Lam,19,Male,Biology,3.7800000000000002,"['kayaking', 'table tennis']",Canada,id_16810,Quebec,Freshman
Charles Roberts,23,Male,Classics,2.11,"['rafting', 'rock climbing']",USA,id_16811,Pennsylvania,Freshman
Kimberly Willis,20,Female,English Literature,2.06,"['pottery', 'origami']",Canada,id_16812,British Columbia,Sophomore
Brenda Porter,19,Female,Social Work,3.35,"['volunteering', 'fishing']",USA,id_16813,Georgia,Senior
James Howell,23,Male,Electrical Engineering,2.41,"['water polo', 'foraging']",USA,id_16814,New Jersey,Sophomore
Pamela Gomez,19,Female,Art Therapy,2.38,"['poetry', 'skydiving']",USA,id_16815,Massachusetts,Freshman
Elizabeth Wilson,20,Female,Sociology,2.51,"['roller skating', 'bouldering']",Canada,id_16816,Ontario,Freshman
Jason Cabrera,21,Male,Health Science,3.08,"['biking', 'singing']",USA,id_16817,Illinois,Freshman
Shelby Mcbride,22,Female,Film Studies,4.15,"['philately', 'dancing']",Canada,id_16818,Ontario,Junior
Monica Wolfe,20,Female,Elementary Education,2.0,"['freerunning', 'painting']",Canada,id_16819,Newfoundland and Labrador,Sophomore
Maria Martin,22,Female,Health Science,2.85,"['fitness training', 'calligraphy']",Canada,id_16820,Manitoba,Freshman
Larry Lewis,23,Male,Aerospace Engineering,2.6,"['reading', 'kayaking']",Canada,id_16821,Ontario,Sophomore
Daniel Parker Jr.,24,Male,Earth Science,2.44,"['makeup artistry', 'dodgeball']",Canada,id_16822,Quebec,Freshman
Melissa Spence DDS,18,Female,Industrial Design,2.58,"['singing', 'fishing']",USA,id_16823,Missouri,Freshman
Katherine Mcguire,24,Female,Art Therapy,3.04,"['philately', 'knitting']",USA,id_16824,New Jersey,Sophomore
James Foster,18,Male,Management,3.49,"['foraging', 'leatherworking']",USA,id_16825,Florida,Sophomore
Elizabeth Garrison,21,Female,Accounting,3.88,"['geocaching', 'dodgeball']",USA,id_16826,New Jersey,Sophomore
Mikayla Bond,23,Female,Theater,3.84,"['scrapbooking', 'bouldering']",Canada,id_16827,Quebec,Junior
Kelly Robles,23,Female,Social Work,3.27,"['gaming', 'spelunking']",USA,id_16828,Oklahoma,Sophomore
James Williams,18,Male,Archaeology,3.4,"['card games', 'gaming']",Canada,id_16829,Quebec,Freshman
Deanna Wilson,23,Female,Drama,3.33,"['model building', 'tarot reading']",Canada,id_16830,Alberta,Freshman
Dawn Booker,18,Female,Forensic Science,2.5300000000000002,"['rock climbing', 'windsurfing']",USA,id_16831,Maryland,Freshman
Pamela Watts,23,Female,Veterinary Science,2.6,"['weightlifting', 'biking']",USA,id_16832,California,Sophomore
Joshua Williams,18,Male,Architecture,2.17,"['yoga', 'roller skating']",USA,id_16833,Maryland,Sophomore
Jacob Barker,18,Male,Industrial Design,3.09,"['numismatics', 'philately']",Canada,id_16834,Ontario,Senior
Suzanne Young,19,Female,History,2.59,"['dodgeball', 'woodworking']",USA,id_16835,Texas,Freshman
Kristina Smith,20,Female,Political Science,2.98,"['meditation', 'skydiving']",USA,id_16836,North Carolina,Sophomore
William Cook,23,Male,Interior Design,2.04,"['origami', 'foraging']",Canada,id_16837,Ontario,Senior
Mrs. Jennifer Bailey,18,Female,Forensic Science,2.19,"['hiking', 'volunteering']",USA,id_16838,New York,Senior
Eric Rodriguez,24,Male,Graphic Design,3.26,"['martial arts', 'upcycling']",Canada,id_16839,Ontario,Sophomore
Parker Jordan,24,Male,Marine Biology,4.03,"['foraging', 'quilting']",Canada,id_16840,Alberta,Freshman
Brittney Bradley,20,Female,Business Administration,2.68,"['board games', 'martial arts']",USA,id_16841,Pennsylvania,Freshman
Alexander Torres,22,Male,Accounting,3.48,"['swimming', 'stargazing']",USA,id_16842,Alabama,Junior
Jack Mann,23,Male,Graphic Design,3.26,"['glassblowing', 'fashion design']",Canada,id_16843,Ontario,Freshman
Megan Gibson,18,Female,Classics,2.75,"['tai chi', 'metal detecting']",USA,id_16844,Texas,Senior
Sharon Mejia,21,Female,Anthropology,2.45,"['calligraphy', 'meditation']",USA,id_16845,Missouri,Senior
Daniel Smith,22,Male,Mathematics,2.95,"['stand-up comedy', 'urban exploration']",USA,id_16846,California,Junior
John Harvey,20,Male,Marketing,2.2800000000000002,"['drone piloting', 'soap making']",USA,id_16847,Oklahoma,Senior
Robin Carter,23,Female,Mechanical Engineering,2.52,"['gaming', 'table tennis']",USA,id_16848,Wisconsin,Junior
James Brennan,23,Male,Philosophy,3.27,"['ice skating', 'LARPing']",Canada,id_16849,Quebec,Sophomore
Joel Washington,19,Male,Biomedical Engineering,3.45,"['urban exploration', 'pottery']",Canada,id_16850,Quebec,Junior
Shawn Taylor,19,Male,Theater,3.64,"['callisthenics', 'cosplay']",USA,id_16851,New Jersey,Senior
Patrick Collins,20,Male,Architecture,3.26,"['whittling', 'upcycling']",USA,id_16852,Virginia,Junior
Jessica Benson,22,Female,Nutrition Science,2.7,"['board games', 'video editing']",Canada,id_16853,Ontario,Junior
Scott Winters,19,Male,Dance,3.98,"['drone piloting', 'web development']",USA,id_16854,California,Freshman
Denise Wells,24,Female,Political Science,3.17,"['handball', 'drawing']",USA,id_16855,Georgia,Senior
Hannah Ryan,18,Female,Nursing,3.55,"['freerunning', 'volunteering']",USA,id_16856,Alabama,Sophomore
Adam Stafford,22,Male,Theater,2.94,"['quilting', 'foraging']",USA,id_16857,California,Junior
Virginia Carlson,23,Female,Dentistry,2.79,"['vlogging', 'puppetry']",Canada,id_16858,Ontario,Senior
William Ford,18,Male,Civil Engineering,2.76,"['makeup artistry', 'rock climbing']",Canada,id_16859,British Columbia,Junior
Kayla Bryan,18,Female,Culinary Arts,2.69,"['drone piloting', 'scrapbooking']",USA,id_16860,Tennessee,Junior
Theodore Stout,19,Male,Physics,3.64,"['fishing', 'snorkeling']",USA,id_16861,California,Freshman
Donna Clark,22,Female,Drama,2.94,"['dodgeball', 'model building']",USA,id_16862,Illinois,Senior
Gabriel Wright,23,Male,Film Studies,3.7199999999999998,"['stand-up comedy', 'callisthenics']",Canada,id_16863,Newfoundland and Labrador,Junior
Deanna Roman,22,Female,Art Therapy,3.26,"['scrapbooking', 'calligraphy']",Canada,id_16864,Ontario,Sophomore
Janet Erickson,18,Female,Hospitality Management,2.84,"['dancing', 'flying planes']",USA,id_16865,Utah,Freshman
Teresa Villegas,23,Female,Ecology,2.48,"['fitness training', 'metal detecting']",Canada,id_16866,Ontario,Junior
Angel Reyes,18,Female,Neuroscience,2.59,"['table tennis', 'LARPing']",Canada,id_16867,Ontario,Sophomore
Brandon Day,24,Male,Electrical Engineering,2.9,"['candle making', 'puppetry']",Canada,id_16868,Ontario,Freshman
Cameron Wells,22,Male,Mathematics,3.02,"['sports', 'puzzle solving']",Canada,id_16869,Ontario,Senior
Kenneth Anderson,23,Male,Meteorology,2.71,"['gardening', 'podcasting']",Canada,id_16870,British Columbia,Senior
Eric Williams,24,Male,Geography,2.54,"['animation', 'reading']",Canada,id_16871,Alberta,Senior
Sylvia Wolf,24,Female,Journalism,3.66,"['camping', 'drone piloting']",Canada,id_16872,Alberta,Freshman
Steven Taylor,21,Male,Political Science,2.5,"['water polo', 'web development']",Canada,id_16873,Ontario,Freshman
Colleen Golden,23,Female,Health Science,2.75,"['rafting', 'poetry']",USA,id_16874,Idaho,Junior
Stephanie Krueger,21,Female,Drama,2.15,"['martial arts', 'DIY projects']",USA,id_16875,Wisconsin,Junior
Evan Stephens,19,Male,Industrial Design,3.02,"['quilting', 'playing musical instruments']",Canada,id_16876,Quebec,Junior
James Sandoval,23,Male,Kinesiology,2.0,"['scuba diving', 'ice skating']",Canada,id_16877,Ontario,Junior
Krystal Christensen,22,Female,International Relations,2.18,"['wine tasting', 'philately']",Canada,id_16878,Quebec,Freshman
Troy Andrews,22,Male,Information Systems,3.19,"['metal detecting', 'urban exploration']",USA,id_16879,Ohio,Freshman
Alexis Robbins,22,Female,Botany,3.06,"['fashion design', 'foraging']",USA,id_16880,Wisconsin,Junior
Martin Jackson,22,Male,Aerospace Engineering,3.86,"['flying planes', 'LARPing']",Canada,id_16881,Newfoundland and Labrador,Junior
Richard Booker,23,Male,Ecology,3.44,"['music', 'knitting']",USA,id_16882,Kentucky,Junior
Courtney Banks,20,Female,Biomedical Engineering,3.38,"['fencing', 'handball']",USA,id_16883,Oklahoma,Sophomore
Mary Morrison,23,Female,Mechanical Engineering,2.92,"['LARPing', 'vlogging']",Canada,id_16884,Ontario,Freshman
Michelle Smith,20,Female,Veterinary Science,3.11,"['dancing', 'roller skating']",Canada,id_16885,Quebec,Senior
Keith Wilson,20,Male,Biomedical Engineering,3.56,"['model building', 'skydiving']",Canada,id_16886,Alberta,Sophomore
Laura Savage,22,Female,Classics,3.19,"['table tennis', 'water polo']",Canada,id_16887,Quebec,Senior
Kyle Rowe,23,Male,Kinesiology,2.16,"['quilting', 'astronomy']",USA,id_16888,California,Junior
Joseph Nelson,23,Male,Environmental Science,2.34,"['playing musical instruments', 'baking']",Canada,id_16889,Ontario,Senior
Erika Malone,19,Female,Interior Design,2.54,"['video editing', 'stand-up comedy']",USA,id_16890,Florida,Freshman
Michael Zimmerman,24,Male,Political Science,2.37,"['geocaching', 'model building']",USA,id_16891,California,Freshman
Joshua Goodman,24,Male,Graphic Communication,2.75,"['swimming', 'metal detecting']",USA,id_16892,California,Freshman
Hayley Parker,23,Female,English Literature,3.46,"['flying planes', 'jewelry making']",Canada,id_16893,Ontario,Junior
Alexander Ramsey,24,Male,Mathematics,2.19,"['LARPing', 'collecting (e.g., stamps, coins, comic books)']",USA,id_16894,Arizona,Junior
Jermaine Alexander,18,Male,Archaeology,2.98,"['kickboxing', 'parkour']",Canada,id_16895,Alberta,Freshman
Terry Franklin,23,Male,Chemical Engineering,3.37,"['volunteering', 'scuba diving']",USA,id_16896,Indiana,Junior
Holly Sandoval,21,Female,Social Work,3.4,"['poetry', 'bouldering']",USA,id_16897,Nebraska,Senior
Alexis Hunt,21,Female,Economics,3.18,"['programming', 'kickboxing']",USA,id_16898,Nevada,Senior
Tony Johnson,24,Male,Criminology,2.05,"['swimming', 'jogging']",Canada,id_16899,Ontario,Junior
Susan Grant,20,Female,Art History,3.17,"['collecting (e.g., stamps, coins, comic books)', 'parkour']",Canada,id_16900,Quebec,Freshman
Michael Melton,23,Male,Civil Engineering,2.2,"['bouldering', 'vlogging']",Canada,id_16901,Ontario,Sophomore
Brittany Underwood,23,Female,Geography,2.9,"['roller skating', 'animal rescue']",USA,id_16902,Pennsylvania,Sophomore
Laura Perkins,18,Female,Classics,3.02,"['woodworking', 'surfing']",USA,id_16903,Connecticut,Freshman
Lindsay Thompson,19,Female,Botany,3.11,"['photography', 'camping']",USA,id_16904,Nevada,Senior
Mr. Christopher Garcia MD,19,Male,Business Administration,2.65,"['kickboxing', 'dodgeball']",Canada,id_16905,New Brunswick,Freshman
Kathleen Bishop,18,Female,English Literature,2.38,"['cooking', 'painting']",Canada,id_16906,British Columbia,Junior
Randall Jones,23,Male,Psychology,3.93,"['foraging', 'skydiving']",USA,id_16907,New York,Junior
John Stephenson,23,Male,Political Science,2.94,"['dancing', 'rock climbing']",USA,id_16908,Indiana,Sophomore
John Perez,19,Male,Dentistry,2.99,"['stargazing', 'dodgeball']",USA,id_16909,Texas,Senior
Danny Reed,24,Male,Sociology,2.89,"['snowboarding', 'drawing']",Canada,id_16910,British Columbia,Senior
Amy Berger,24,Female,Dentistry,2.88,"['pottery', 'parkour']",Canada,id_16911,Ontario,Sophomore
Joel Morgan,18,Male,Neuroscience,2.52,"['poetry', 'scrapbooking']",USA,id_16912,Virginia,Senior
Joshua Fisher,18,Male,Mathematics,3.02,"['DIY projects', 'web development']",Canada,id_16913,British Columbia,Junior
Lisa Reeves,20,Female,Anthropology,3.81,"['stargazing', 'jewelry making']",USA,id_16914,Texas,Senior
Roy Smith,22,Male,Mechanical Engineering,2.86,"['podcasting', 'model building']",Canada,id_16915,Quebec,Sophomore
Jessica Diaz,21,Female,History,3.03,"['yoga', 'skydiving']",USA,id_16916,Minnesota,Senior
Cathy Martinez,23,Female,Molecular Biology,4.05,"['horseback riding', 'weightlifting']",USA,id_16917,New York,Sophomore
Christina Campbell MD,23,Female,Classics,2.5300000000000002,"['gaming', 'urban exploration']",USA,id_16918,Arizona,Freshman
Charles Barrett,20,Male,Neuroscience,2.8200000000000003,"['freerunning', 'table tennis']",USA,id_16919,Iowa,Freshman
Patrick Brown,24,Male,Sociology,2.12,"['jewelry making', 'whittling']",USA,id_16920,Alabama,Senior
Kayla Ellis,21,Female,Graphic Communication,3.27,"['tarot reading', 'quilting']",USA,id_16921,California,Senior
Allison Turner,24,Female,Computer Science,3.88,"['ice skating', 'bird watching']",Canada,id_16922,New Brunswick,Senior
Bonnie Ellis,23,Female,International Relations,3.5,"['camping', 'puppetry']",USA,id_16923,Texas,Junior
Amanda Allen,20,Female,Management,2.68,"['soap making', 'philately']",Canada,id_16924,Ontario,Sophomore
Kathryn Lawson,24,Female,Journalism,3.75,"['podcasting', 'card games']",Canada,id_16925,Ontario,Freshman
Kevin Morales,21,Male,Economics,3.0,"['beekeeping', 'mountain biking']",Canada,id_16926,Ontario,Junior
Mrs. Christina Whitehead PhD,22,Female,International Relations,3.29,"['collecting (e.g., stamps, coins, comic books)', 'urban exploration']",Canada,id_16927,Alberta,Sophomore
Kayla Chan,24,Female,Management,2.92,"['water polo', 'jogging']",Canada,id_16928,Alberta,Junior
Louis Tran,19,Male,Meteorology,2.02,"['poetry', 'stand-up comedy']",Canada,id_16929,Ontario,Senior
Jennifer Ryan,24,Female,Public Health,2.7,"['kickboxing', 'painting']",Canada,id_16930,Saskatchewan,Senior
Manuel Bryant,24,Male,Nuclear Engineering,3.58,"['bird training', 'kickboxing']",Canada,id_16931,Quebec,Sophomore
Tammy Johnson,19,Female,Architecture,2.92,"['sailing', 'archery']",USA,id_16932,Florida,Freshman
Tracy Williams,18,Female,Environmental Science,3.62,"['DIY projects', 'table tennis']",Canada,id_16933,Ontario,Sophomore
Frank Martin,22,Male,Marine Biology,2.7800000000000002,"['puppetry', 'bird training']",USA,id_16934,Oregon,Sophomore
James Nelson,20,Male,Information Systems,2.85,"['programming', 'martial arts']",Canada,id_16935,Quebec,Sophomore
Andrea Fletcher,19,Female,Industrial Design,3.19,"['disc golf', 'skiing']",Canada,id_16936,Quebec,Sophomore
Chris Lopez,24,Male,Meteorology,4.08,"['skydiving', 'drawing']",Canada,id_16937,Ontario,Senior
Helen Johnson,20,Female,Dentistry,2.58,"['gaming', 'cooking']",USA,id_16938,Nevada,Senior
Monique Macdonald,20,Female,Geology,2.33,"['fencing', 'pottery']",Canada,id_16939,Quebec,Senior
Douglas Martin,22,Male,Culinary Arts,2.05,"['snorkeling', 'soap making']",USA,id_16940,Arkansas,Junior
Jennifer Bennett,19,Female,Geography,3.02,"['acting', 'geocaching']",Canada,id_16941,British Columbia,Sophomore
Amy Chandler,19,Female,International Relations,2.7,"['stand-up comedy', 'playing musical instruments']",USA,id_16942,Virginia,Sophomore
Bryan Schwartz,21,Male,Fashion Design,2.03,"['pottery', 'magic']",Canada,id_16943,Quebec,Junior
Thomas Moran,21,Male,Nuclear Engineering,3.59,"['beekeeping', 'jewelry making']",USA,id_16944,New York,Junior
Frank Gomez,23,Male,Geology,4.06,"['homebrewing', 'magic']",Canada,id_16945,Quebec,Senior
Nicole Rios,24,Female,Computer Science,3.63,"['web development', 'soap making']",Canada,id_16946,Quebec,Freshman
Carlos Avery,23,Male,Music,3.5,"['cooking', 'poetry']",USA,id_16947,California,Sophomore
Christy Lambert,22,Female,Veterinary Science,2.79,"['podcasting', 'stargazing']",USA,id_16948,Tennessee,Freshman
Jillian Boyd,20,Female,Physics,3.23,"['skateboarding', 'roller skating']",USA,id_16949,Utah,Sophomore
Miss Elizabeth Duncan,24,Female,Linguistics,3.68,"['animation', 'windsurfing']",Canada,id_16950,Ontario,Junior
Lonnie Garza,23,Male,Early Childhood Education,3.07,"['gardening', 'weightlifting']",USA,id_16951,Illinois,Freshman
Tammy Jenkins,21,Female,Nursing,2.75,"['vlogging', 'homebrewing']",USA,id_16952,Texas,Sophomore
Dr. Daniel Wilson,20,Male,Dentistry,3.84,"['swimming', 'traveling']",Canada,id_16953,Quebec,Senior
Theodore Roach,21,Male,Civil Engineering,2.64,"['sports', 'astronomy']",Canada,id_16954,Alberta,Freshman
Emily Carey,19,Female,Fashion Design,2.99,"['magic', 'scuba diving']",USA,id_16955,New York,Freshman
Roy Osborne,18,Male,Mathematics,3.38,"['astrology', 'pottery']",Canada,id_16956,Ontario,Senior
Tricia Brown,18,Female,Biochemistry,3.75,"['camping', 'volunteering']",Canada,id_16957,British Columbia,Junior
Gerald Wilson,23,Male,Graphic Communication,2.86,"['scuba diving', 'bird watching']",USA,id_16958,Ohio,Freshman
Michael Terry,22,Male,Meteorology,2.89,"['candle making', 'camping']",Canada,id_16959,Quebec,Freshman
Charles Bryant,24,Male,Computer Science,3.01,"['music', 'glassblowing']",USA,id_16960,Pennsylvania,Freshman
Megan Bailey,22,Female,Sociology,4.22,"['fitness training', 'skateboarding']",USA,id_16961,California,Senior
Jade Howell,23,Female,Forensic Science,3.84,"['web development', 'meditation']",Canada,id_16962,Ontario,Senior
Courtney Mack,19,Female,Linguistics,3.58,"['handball', 'graphic design']",Canada,id_16963,Nova Scotia,Freshman
Julie Boyd,18,Female,Environmental Science,3.94,"['skydiving', 'woodworking']",USA,id_16964,Missouri,Junior
Danielle Wise,21,Female,Economics,2.19,"['birdwatching', 'water polo']",USA,id_16965,West Virginia,Junior
Thomas Bishop,22,Male,Aerospace Engineering,2.5700000000000003,"['birdwatching', 'video editing']",Canada,id_16966,Ontario,Junior
Jonathan Hernandez,23,Male,Classics,2.96,"['astrology', 'skydiving']",Canada,id_16967,Ontario,Sophomore
Robert Monroe,18,Male,Aerospace Engineering,2.76,"['writing', 'dodgeball']",USA,id_16968,Illinois,Freshman
Rhonda Nguyen,18,Female,Communication,2.66,"['collecting (e.g., stamps, coins, comic books)', 'weightlifting']",Canada,id_16969,Ontario,Senior
John Parrish,23,Male,Business Administration,3.46,"['model building', 'candle making']",Canada,id_16970,Alberta,Sophomore
Amy Pittman,21,Female,Biochemistry,3.37,"['music', 'poetry']",USA,id_16971,Florida,Freshman
Carrie Wolf,18,Female,Fashion Design,2.85,"['singing', 'foraging']",USA,id_16972,Texas,Sophomore
John Weaver,23,Male,Nuclear Engineering,2.81,"['puppetry', 'calligraphy']",USA,id_16973,Alabama,Junior
Eric Harmon,18,Male,Physics,2.99,"['drawing', 'DIY projects']",Canada,id_16974,Alberta,Senior
